machine_id,temperature,torque,tool_wear,vibration_index,anomaly_score
M_3,304.11,40.69,0.4212,0.705,0.343
M_3,299.99,41.14,0.2539,0.652,0.203
M_3,309.46,46.21,0.7953,1.043,0.685
M_2,303.14,41.5,0.4939,0.638,0.35
M_1,301.01,43.64,0.393,0.791,0.324
M_2,303.42,42.68,0.0333,0.334,0.031
M_2,303.18,42.66,0.2171,0.677,0.223
M_1,302.78,42.93,0.3912,0.654,0.3
M_2,305.7,45.12,0.2887,0.564,0.251
M_1,306.1,46.09,0.4655,0.692,0.381
M_2,305.49,39.06,0.4752,0.731,0.392
M_3,301.12,41.35,0.1869,0.5,0.135
M_3,301.96,42.41,0.2667,0.563,0.202
M_1,306.22,41.83,0.3735,0.628,0.317
M_1,297.64,41.05,0.0848,0.442,0.055
M_2,311.45,38.27,0.4528,0.885,0.486
M_2,307.77,42.47,0.6119,0.748,0.488
M_3,307.38,41.83,0.226,0.522,0.223
M_2,305.96,40.79,0.4394,0.612,0.343
M_2,306.06,39.16,0.3383,0.718,0.325
M_3,304.51,42.44,0.2151,0.532,0.192
M_2,301.79,42.64,0.3216,0.797,0.298
M_3,304.36,40.25,0.119,0.509,0.136
M_1,302.29,40.14,0.2859,0.531,0.205
M_1,308.62,42.92,0.6902,1.055,0.628
M_3,304.66,40.05,0.1707,0.371,0.123
M_3,306.57,37.99,0.3802,0.79,0.373
M_1,298.93,40.24,0.2461,0.571,0.174
M_3,301.87,38.13,0.2082,0.438,0.134
M_3,305.34,39.85,0.3305,0.692,0.306
M_3,304.81,42.26,0.4455,0.778,0.384
M_2,305.83,43.23,0.1256,0.512,0.155
M_3,305.58,43.04,0.4738,0.785,0.408
M_1,302.44,41.41,0.252,0.591,0.208
M_3,306.13,40.5,0.3451,0.64,0.306
M_1,298.32,37.57,0.2832,0.562,0.19
M_2,295.9,39.51,0.0935,0.418,0.052
M_1,302.73,43.76,0.1013,0.478,0.101
M_1,305.87,42.65,0.0073,0.394,0.061
M_2,300.72,41.24,0.1764,0.531,0.135
M_3,304.57,37.96,0.3361,0.679,0.297
M_1,305.21,42.64,0.4,0.779,0.366
M_3,307.26,42.38,0.4573,0.806,0.423
M_2,298.58,40.18,0.031,0.457,0.032
M_3,313.17,42.31,0.4609,0.831,0.491
M_2,303.63,42.31,0.4102,0.739,0.343
M_1,306.83,42.03,0.4341,0.669,0.366
M_2,303.34,42.69,0.3522,0.666,0.289
M_2,302.05,38.13,0.2352,0.611,0.201
M_3,305.23,42.08,0.4133,0.771,0.37
M_1,305.45,36.98,0.2113,0.557,0.207
M_2,303.25,43.75,0.1915,0.656,0.205
M_2,299.57,39.29,0.2052,0.455,0.119
M_2,309.64,38.62,0.6589,0.871,0.567
M_1,306.24,45.51,0.3022,0.647,0.288
M_3,304.96,41.48,0.2691,0.724,0.281
M_1,299.69,40.85,0.0853,0.483,0.067
M_3,305.93,42.15,0.3811,0.714,0.344
M_2,303.83,43.03,0.2573,0.577,0.22
M_2,302.88,40.26,0.4139,0.667,0.316
M_1,297.31,36.19,0.0171,0.525,0.046
M_2,309.0,40.71,0.6532,0.987,0.593
M_3,303.77,38.1,0.1761,0.621,0.192
M_2,303.95,36.66,0.035,0.285,0.022
M_1,304.19,41.19,0.2403,0.565,0.212
M_3,307.0,42.23,0.3853,0.619,0.328
M_3,301.65,41.98,0.1209,0.41,0.08
M_3,307.96,40.65,0.4676,0.725,0.411
M_3,300.71,42.11,0.2828,0.648,0.223
M_2,305.47,39.7,0.2838,0.818,0.322
M_3,307.62,43.02,0.5181,0.891,0.482
M_1,300.38,41.31,0.1502,0.53,0.118
M_3,305.05,43.99,0.2385,0.566,0.219
M_2,300.41,44.5,0.2285,0.716,0.213
M_3,302.75,40.52,0.2633,0.575,0.212
M_1,297.4,40.27,0.0753,0.461,0.056
M_2,304.87,36.12,0.2914,0.741,0.297
M_3,305.43,43.58,0.4468,0.662,0.356
M_1,295.36,42.53,0.1258,0.6,0.123
M_2,302.52,41.22,0.2471,0.639,0.22
M_3,307.99,43.86,0.338,0.735,0.35
M_3,301.11,35.79,0.0708,0.629,0.115
M_2,302.4,40.84,0.0458,0.526,0.085
M_1,304.47,39.05,0.29,0.647,0.264
M_3,307.51,39.47,0.4181,0.82,0.41
M_2,310.94,41.71,0.4417,0.814,0.455
M_1,300.21,40.8,0.2302,0.616,0.182
M_1,304.21,41.96,0.3139,0.706,0.291
M_2,308.98,43.22,0.2516,0.669,0.296
M_1,303.44,42.23,0.2423,0.706,0.247
M_1,306.15,41.56,0.3551,0.721,0.335
M_3,304.41,41.58,0.1223,0.448,0.119
M_3,303.74,35.92,0.0716,0.413,0.077
M_2,297.96,41.38,0.0736,0.361,0.025
M_3,307.1,40.77,0.6332,0.865,0.527
M_1,305.01,41.65,0.3344,0.734,0.318
M_3,301.47,40.15,0.3301,0.752,0.285
M_2,308.27,40.95,0.4351,0.731,0.399
M_2,300.28,40.73,0.3029,0.722,0.251
M_1,302.8,40.54,0.2523,0.686,0.24
M_1,302.46,41.14,0.1943,0.674,0.204
M_1,304.6,38.46,0.1997,0.694,0.234
M_2,309.24,41.41,0.3775,0.653,0.357
M_1,304.61,44.76,0.2124,0.578,0.206
M_2,302.02,36.76,0.1559,0.661,0.176
M_1,307.73,41.72,0.2865,0.73,0.32
M_2,300.13,40.73,0.3746,0.728,0.287
M_2,298.26,36.98,0.1144,0.582,0.112
M_3,310.49,39.15,0.2261,0.395,0.216
M_1,302.04,45.48,0.5036,0.768,0.383
M_3,304.39,40.55,0.3738,0.797,0.35
M_1,307.17,41.49,0.3537,0.68,0.333
M_3,302.55,38.66,0.2859,0.665,0.248
M_3,308.19,41.2,0.4297,0.763,0.406
M_3,301.46,39.22,0.175,0.57,0.153
M_2,306.08,40.9,0.3161,0.561,0.267
M_1,301.35,40.57,0.1342,0.456,0.098
M_3,301.02,40.46,0.2068,0.594,0.172
M_1,305.38,39.41,0.3495,0.741,0.331
M_1,303.93,42.6,0.3072,0.676,0.276
M_3,305.37,42.21,0.3672,0.688,0.324
M_1,305.24,42.61,0.4491,0.725,0.374
M_3,309.83,41.45,0.3907,0.696,0.382
M_3,303.76,40.78,0.2127,0.67,0.225
M_1,303.99,42.52,0.2761,0.588,0.234
M_3,307.45,41.62,0.2645,0.623,0.274
M_3,305.43,45.14,0.2002,0.494,0.183
M_1,310.11,43.96,0.4834,0.722,0.439
M_3,304.02,39.93,0.2617,0.582,0.226
M_2,301.17,37.71,0.0979,0.519,0.096
M_1,302.9,41.54,0.1765,0.533,0.157
M_2,300.73,42.21,0.0902,0.561,0.101
M_2,303.85,40.91,0.5004,0.902,0.439
M_3,299.99,40.1,0.0493,0.381,0.019
M_3,305.26,42.88,0.2494,0.749,0.282
M_3,304.01,38.89,0.0772,0.446,0.093
M_1,309.86,39.63,0.3274,0.671,0.344
M_2,297.56,42.03,0.2203,0.426,0.118
M_3,299.6,38.42,0.2025,0.586,0.157
M_3,304.76,42.56,0.2059,0.776,0.263
M_2,304.2,44.02,0.2812,0.519,0.218
M_2,304.04,40.18,0.571,0.949,0.491
M_1,307.42,36.0,0.2231,0.609,0.249
M_2,306.72,40.79,0.3964,0.855,0.402
M_1,303.38,46.27,0.5925,0.857,0.467
M_3,303.92,38.6,0.407,0.834,0.373
M_2,305.31,42.87,0.2808,0.647,0.268
M_1,303.78,38.64,0.414,0.622,0.311
M_2,302.65,41.62,0.2494,0.584,0.206
M_3,301.15,42.44,0.0674,0.484,0.07
M_2,306.22,41.16,0.1227,0.503,0.155
M_3,310.04,41.76,0.5766,0.895,0.537
M_3,305.3,40.99,0.3102,0.545,0.252
M_3,304.48,40.16,0.2345,0.584,0.217
M_2,302.36,40.14,0.2443,0.592,0.203
M_1,302.27,42.61,0.1509,0.507,0.13
M_2,302.13,40.15,0.0782,0.371,0.052
M_3,296.7,41.18,0.086,0.571,0.094
M_3,308.29,43.65,0.5971,0.945,0.545
M_3,303.24,40.43,0.3883,0.75,0.332
M_2,299.42,38.28,0.0756,0.424,0.045
M_2,310.55,44.14,0.5521,0.766,0.491
M_1,311.58,39.18,0.2573,0.631,0.314
M_3,310.2,46.87,0.507,0.741,0.458
M_2,302.91,38.53,0.1515,0.445,0.118
M_1,311.74,45.64,0.5754,0.981,0.579
M_2,309.67,44.72,0.4898,0.762,0.45
M_1,303.75,43.33,0.1976,0.567,0.186
M_2,302.5,38.4,0.1754,0.638,0.184
M_2,307.46,40.7,0.1868,0.37,0.159
M_2,299.82,39.7,0.0571,0.491,0.056
M_3,303.18,42.66,0.2139,0.698,0.228
M_1,299.49,42.8,0.1015,0.458,0.068
M_3,311.34,43.58,0.7053,1.062,0.665
M_1,307.07,42.52,0.5778,0.906,0.511
M_1,302.63,42.23,0.2728,0.612,0.226
M_2,303.52,41.92,0.3761,0.815,0.348
M_3,301.56,42.02,0.0529,0.533,0.082
M_2,302.8,43.59,0.402,0.679,0.313
M_2,306.79,44.86,0.6642,0.967,0.57
M_3,296.51,42.41,0.2882,0.732,0.244
M_1,307.13,40.22,0.3839,0.679,0.347
M_1,305.68,43.07,0.3662,0.718,0.335
M_2,302.23,40.55,0.232,0.517,0.173
M_3,302.37,43.69,0.1919,0.571,0.171
M_3,309.67,45.42,0.2668,0.586,0.286
M_3,305.38,40.96,0.3054,0.587,0.262
M_2,304.65,44.97,0.2909,0.712,0.286
M_2,301.63,40.46,0.237,0.721,0.231
M_3,312.6,42.47,0.6372,0.899,0.594
M_2,299.78,40.81,0.2382,0.597,0.178
M_3,295.52,41.65,0.1379,0.529,0.108
M_1,309.4,41.69,0.6039,0.82,0.522
M_1,300.56,40.1,0.0964,0.381,0.048
M_3,304.58,42.46,0.3571,0.562,0.273
M_2,301.33,43.33,0.1296,0.555,0.125
M_3,301.05,38.79,0.0653,0.576,0.096
M_1,305.73,42.67,0.3761,0.701,0.336
M_3,302.55,37.88,0.2357,0.593,0.201
M_1,303.42,42.42,0.2463,0.51,0.19
M_1,301.2,41.25,0.1309,0.551,0.123
M_2,308.54,44.21,0.3286,0.702,0.34
M_1,306.08,45.7,0.4164,0.659,0.347
M_1,299.65,36.51,0.0971,0.544,0.092
M_3,306.83,40.39,0.3319,0.539,0.276
M_2,306.64,44.0,0.4168,0.704,0.366
M_3,301.49,40.49,0.2514,0.663,0.22
M_3,312.22,37.79,0.4575,0.854,0.487
M_2,298.67,41.3,0.0882,0.536,0.085
M_2,301.9,39.07,0.1437,0.569,0.142
M_3,303.09,42.29,0.4155,0.674,0.321
M_3,309.97,40.93,0.5033,0.866,0.491
M_2,302.77,44.26,0.2069,0.394,0.129
M_3,304.31,40.97,0.2912,0.558,0.236
M_3,299.58,43.65,0.1782,0.54,0.131
M_2,307.86,41.06,0.3751,0.639,0.338
M_3,305.09,41.12,0.3526,0.619,0.293
M_3,295.28,42.56,0.0593,0.394,0.028
M_3,298.57,39.93,0.0832,0.569,0.092
M_2,302.15,38.41,0.1728,0.603,0.169
M_3,305.46,43.03,0.4734,0.846,0.425
M_3,312.25,41.25,0.5776,0.885,0.557
M_2,308.96,44.51,0.5054,0.78,0.456
M_1,300.49,39.6,0.109,0.531,0.099
M_3,306.32,38.61,0.6592,0.954,0.559
M_1,305.7,38.27,0.1841,0.528,0.187
M_1,305.91,39.75,0.2603,0.623,0.256
M_1,309.69,42.16,0.3032,0.574,0.301
M_1,309.31,40.41,0.4232,0.674,0.387
M_3,301.52,37.45,0.0545,0.373,0.034
M_3,309.5,39.62,0.3905,0.769,0.401
M_2,303.46,44.96,0.3752,0.617,0.287
M_2,312.67,38.23,0.4288,0.625,0.409
M_3,301.66,38.75,0.3753,0.681,0.289
M_3,305.28,43.01,0.1463,0.446,0.14
M_3,307.23,42.38,0.3335,0.651,0.314
M_1,305.2,42.31,0.2533,0.624,0.246
M_2,302.83,41.48,0.0888,0.505,0.104
M_3,310.92,39.68,0.502,0.859,0.498
M_1,299.28,39.15,0.0762,0.5,0.068
M_1,301.63,42.01,0.0537,0.583,0.098
M_3,301.25,41.8,0.1174,0.447,0.085
M_2,309.2,41.17,0.3465,0.608,0.328
M_1,300.52,41.95,0.2735,0.561,0.19
M_3,308.46,44.45,0.4885,0.708,0.421
M_3,303.07,39.97,0.1507,0.539,0.148
M_2,305.93,43.02,0.2831,0.54,0.243
M_3,301.83,38.82,0.3108,0.651,0.249
M_1,305.03,37.56,0.0633,0.488,0.108
M_2,305.33,41.09,0.2845,0.583,0.25
M_1,309.99,41.01,0.5687,0.854,0.52
M_1,308.67,43.51,0.3994,0.554,0.333
M_1,307.5,39.21,0.1438,0.488,0.173
M_3,304.96,42.31,0.3581,0.778,0.342
M_3,306.33,43.11,0.3236,0.686,0.311
M_1,302.79,37.7,0.1877,0.607,0.184
M_3,307.28,39.87,0.4712,0.713,0.402
M_1,303.6,43.38,0.3667,0.82,0.345
M_1,300.38,39.48,0.1047,0.495,0.085
M_2,304.95,41.86,0.4875,0.651,0.368
M_1,308.86,42.69,0.4281,0.871,0.444
M_1,298.46,36.91,0.1223,0.555,0.108
M_3,301.95,41.07,0.1328,0.62,0.152
M_2,302.06,43.25,0.4155,0.697,0.317
M_2,305.06,40.23,0.2799,0.705,0.282
M_3,314.17,43.73,0.5856,0.937,0.595
M_3,306.87,45.31,0.2415,0.627,0.257
M_1,304.56,41.45,0.1653,0.613,0.192
M_2,299.01,41.55,0.0807,0.522,0.077
M_2,303.26,41.38,0.1615,0.54,0.155
M_3,303.79,38.86,0.4409,0.744,0.362
M_2,301.75,37.95,0.0422,0.408,0.041
M_3,301.32,41.09,0.2569,0.513,0.176
M_2,301.2,39.23,0.0329,0.541,0.071
M_2,311.42,40.3,0.4082,0.753,0.424
M_2,303.15,40.12,0.1516,0.505,0.139
M_2,300.93,39.96,0.3019,0.58,0.214
M_2,304.25,37.25,0.1105,0.4,0.098
M_3,306.56,40.81,0.3058,0.576,0.271
M_2,309.16,42.54,0.1812,0.523,0.219
M_2,310.0,41.64,0.3441,0.795,0.391
M_1,299.57,39.15,0.1884,0.596,0.153
M_3,308.48,40.05,0.351,0.722,0.357
M_2,305.66,42.87,0.1187,0.545,0.16
M_2,303.85,41.55,0.4798,0.796,0.397
M_1,304.3,39.29,0.1735,0.678,0.213
M_1,299.95,40.66,0.1836,0.574,0.144
M_1,303.6,40.04,0.1724,0.661,0.2
M_2,301.41,42.06,0.2161,0.68,0.206
M_1,311.69,43.55,0.3895,0.754,0.418
M_3,304.18,41.69,0.1856,0.51,0.168
M_1,301.69,40.99,0.1062,0.411,0.073
M_3,306.76,43.61,0.5091,0.754,0.428
M_2,303.97,43.32,0.2749,0.564,0.226
M_3,306.93,45.61,0.2671,0.581,0.257
M_1,302.25,39.9,0.0439,0.363,0.033
M_1,301.4,39.87,0.2722,0.67,0.231
M_2,316.56,41.95,0.6079,0.914,0.624
M_1,300.16,40.32,0.1478,0.41,0.078
M_2,303.31,39.66,0.1305,0.676,0.181
M_3,312.41,41.01,0.3996,0.705,0.416
M_2,300.41,39.74,0.1585,0.567,0.133
M_3,308.03,39.63,0.2927,0.503,0.258
M_3,302.38,35.82,0.189,0.493,0.146
M_3,307.03,43.02,0.3814,0.534,0.301
M_3,304.27,38.42,0.3378,0.683,0.296
M_1,300.94,41.79,0.0777,0.458,0.066
M_1,303.27,41.33,0.0501,0.613,0.122
M_2,298.41,36.45,0.0593,0.385,0.025
M_1,304.44,38.49,0.1391,0.411,0.117
M_2,305.74,38.0,0.1754,0.378,0.139
M_2,301.69,42.49,0.1539,0.673,0.176
M_3,304.07,40.0,0.211,0.689,0.233
M_1,309.17,43.31,0.2068,0.459,0.213
M_3,304.95,40.83,0.1155,0.46,0.125
M_3,303.87,42.49,0.3443,0.738,0.312
M_3,297.33,38.67,0.1971,0.464,0.118
M_1,310.91,39.54,0.5447,0.827,0.51
M_1,304.11,40.84,0.5103,0.9,0.446
M_1,307.75,42.45,0.4055,0.739,0.382
M_2,303.78,38.9,0.368,0.86,0.36
M_2,302.09,42.79,0.1952,0.595,0.177
M_2,300.59,44.95,0.1123,0.562,0.111
M_2,307.74,45.68,0.4223,0.722,0.385
M_2,306.87,40.48,0.4131,0.79,0.392
M_1,300.65,41.94,0.1251,0.495,0.098
M_3,301.85,45.36,0.5068,0.724,0.369
M_2,301.59,41.55,0.2929,0.6,0.222
M_2,298.07,38.24,0.0575,0.452,0.044
M_1,303.78,37.57,0.2271,0.533,0.191
M_2,306.92,39.36,0.1294,0.409,0.136
M_1,300.09,41.17,0.0889,0.36,0.033
M_3,303.35,39.22,0.1068,0.521,0.123
M_2,302.79,43.36,0.2313,0.54,0.186
M_2,305.58,40.29,0.1381,0.374,0.117
M_1,305.33,37.65,0.1198,0.422,0.12
M_3,304.49,44.49,0.3469,0.518,0.254
M_2,299.22,41.41,0.1867,0.668,0.174
M_2,309.5,43.46,0.3674,0.775,0.391
M_2,306.4,40.45,0.1322,0.459,0.148
M_3,310.07,43.12,0.3961,0.681,0.383
M_3,307.17,44.31,0.2204,0.624,0.249
M_3,309.65,41.53,0.4045,0.671,0.38
M_3,300.01,34.9,0.091,0.479,0.069
M_2,299.54,40.65,0.2399,0.596,0.179
M_3,299.23,43.89,0.1313,0.589,0.122
M_1,301.04,42.21,0.1441,0.55,0.128
M_1,304.81,37.48,0.052,0.309,0.047
M_1,298.47,40.88,0.0419,0.508,0.053
M_1,307.59,40.76,0.4296,0.6,0.351
M_3,302.92,40.69,0.1571,0.545,0.151
M_2,304.47,43.22,0.4422,0.715,0.36
M_1,299.74,45.99,0.2255,0.584,0.168
M_2,303.25,43.09,0.2454,0.619,0.221
M_2,308.23,42.53,0.3731,0.675,0.351
M_1,298.63,39.86,0.0958,0.505,0.079
M_2,302.05,39.99,0.2274,0.657,0.211
M_2,307.69,39.14,0.3607,0.773,0.369
M_3,300.51,42.3,0.232,0.439,0.133
M_1,301.86,43.48,0.1517,0.427,0.103
M_3,298.69,42.62,0.0839,0.486,0.068
M_1,303.56,40.07,0.1649,0.518,0.154
M_2,297.44,41.96,0.1689,0.567,0.135
M_2,307.28,40.45,0.0492,0.394,0.096
M_3,305.05,45.51,0.3015,0.791,0.319
M_3,307.32,44.45,0.1956,0.651,0.246
M_3,306.13,41.2,0.461,0.835,0.422
M_3,305.02,40.07,0.3157,0.627,0.276
M_1,304.46,41.41,0.2234,0.583,0.211
M_3,303.39,38.96,0.1303,0.437,0.11
M_3,307.92,40.54,0.5968,0.799,0.497
M_2,305.7,41.22,0.2557,0.532,0.224
M_2,306.13,46.1,0.3529,0.713,0.332
M_1,300.22,41.67,0.328,0.56,0.214
M_3,302.48,43.4,0.5192,0.818,0.41
M_1,303.41,41.41,0.1634,0.463,0.135
M_1,309.71,43.74,0.4896,0.771,0.453
M_2,301.7,40.97,0.2465,0.586,0.196
M_2,304.89,41.82,0.5663,0.922,0.489
M_3,316.49,42.22,0.6643,0.863,0.636
M_1,305.55,43.5,0.4133,0.794,0.38
M_3,308.01,42.17,0.2848,0.663,0.301
M_1,306.95,42.07,0.2582,0.59,0.256
M_2,304.09,41.11,0.1602,0.538,0.162
M_2,305.03,43.09,0.4755,0.674,0.37
M_2,301.99,43.9,0.1014,0.408,0.073
M_3,304.24,44.47,0.4529,0.613,0.333
M_2,310.98,39.79,0.5215,0.79,0.487
M_2,310.97,43.22,0.6678,0.909,0.596
M_1,306.15,42.9,0.4227,0.73,0.372
M_1,299.74,38.84,0.1451,0.569,0.123
M_2,306.53,45.43,0.3743,0.745,0.356
M_1,304.25,42.61,0.3634,0.802,0.345
M_3,304.95,42.66,0.3862,0.6,0.303
M_3,307.75,45.63,0.4413,0.729,0.397
M_2,302.63,41.12,0.1049,0.541,0.121
M_3,313.7,42.95,0.6929,0.973,0.655
M_2,309.04,39.38,0.3624,0.803,0.392
M_3,304.24,46.67,0.4836,0.867,0.424
M_3,307.06,41.55,0.4514,0.628,0.365
M_3,307.38,45.86,0.3923,0.646,0.344
M_2,309.12,42.69,0.6421,0.894,0.56
M_1,311.47,40.03,0.4259,0.707,0.42
M_1,306.97,43.63,0.1702,0.592,0.212
M_3,305.52,40.86,0.3207,0.733,0.315
M_2,296.08,41.64,0.1325,0.407,0.068
M_1,310.2,44.72,0.5838,0.891,0.541
M_2,308.0,42.14,0.5141,0.788,0.453
M_3,312.42,43.86,0.5551,0.92,0.558
M_1,310.43,43.32,0.527,0.978,0.541
M_2,304.54,42.25,0.171,0.539,0.173
M_3,300.28,42.2,0.2486,0.627,0.195
M_2,300.47,40.07,0.058,0.509,0.066
M_2,304.21,42.67,0.242,0.655,0.24
M_2,302.74,38.33,0.2015,0.537,0.169
M_3,303.69,43.55,0.2831,0.672,0.26
M_1,313.15,41.94,0.4756,0.799,0.489
M_3,301.78,40.59,0.1557,0.608,0.158
M_3,306.35,43.21,0.4088,0.587,0.324
M_3,308.45,44.8,0.4823,0.69,0.413
M_3,304.19,42.8,0.2421,0.601,0.223
M_2,303.88,46.76,0.1505,0.487,0.14
M_2,303.54,40.32,0.2397,0.617,0.22
M_3,309.15,41.12,0.5196,0.938,0.513
M_3,300.29,41.8,0.1775,0.304,0.063
M_1,304.12,40.9,0.2565,0.648,0.244
M_2,301.38,44.51,0.4246,0.713,0.32
M_1,303.45,41.35,0.2396,0.513,0.188
M_3,302.38,44.15,0.4094,0.706,0.32
M_2,304.46,43.94,0.1378,0.603,0.175
M_1,306.36,42.68,0.694,0.911,0.564
M_2,304.9,41.78,0.4087,0.768,0.364
M_2,305.03,46.01,0.164,0.513,0.166
M_2,309.72,39.97,0.3742,0.524,0.321
M_3,306.47,44.18,0.4321,0.741,0.383
M_3,304.93,40.7,0.3361,0.75,0.322
M_3,310.95,45.97,0.5118,0.627,0.433
M_1,304.68,43.84,0.1837,0.443,0.152
M_2,302.59,41.05,0.1243,0.635,0.158
M_1,310.48,45.95,0.6571,0.898,0.583
M_1,307.57,41.92,0.3742,0.746,0.367
M_3,306.07,46.87,0.4231,0.738,0.374
M_3,310.0,43.96,0.5604,0.725,0.478
M_3,310.59,40.46,0.3501,0.547,0.325
M_2,309.73,44.34,0.6417,0.808,0.54
M_2,300.26,41.4,0.1997,0.669,0.183
M_2,298.71,41.71,0.0992,0.485,0.075
M_2,303.52,40.81,0.104,0.491,0.115
M_3,298.76,41.09,0.0135,0.388,0.003
M_1,304.24,40.87,0.2256,0.559,0.203
M_2,310.67,40.91,0.4264,0.7,0.41
M_3,301.7,43.03,0.2961,0.661,0.243
M_1,303.87,40.0,0.33,0.671,0.285
M_3,307.46,38.54,0.1898,0.511,0.203
M_2,307.86,39.02,0.4014,0.705,0.371
M_3,303.07,37.61,0.1298,0.514,0.13
M_2,310.08,41.35,0.6471,0.849,0.559
M_2,308.38,39.76,0.4533,0.839,0.442
M_1,302.15,43.5,0.2488,0.53,0.185
M_1,298.82,40.9,0.0153,0.362,0.0
M_2,301.49,38.79,0.1963,0.496,0.142
M_1,300.34,35.8,0.1113,0.467,0.079
M_3,303.23,38.84,0.0682,0.373,0.058
M_2,312.34,41.05,0.5071,0.911,0.53
M_1,300.26,39.65,0.3042,0.592,0.212
M_2,308.05,42.89,0.501,0.88,0.475
M_1,306.2,44.06,0.3959,0.708,0.352
M_1,304.53,40.7,0.3971,0.705,0.335
M_2,303.23,40.33,0.3019,0.574,0.236
M_1,308.62,42.34,0.5402,0.748,0.461
M_1,310.14,43.12,0.5597,0.855,0.518
M_2,309.48,41.27,0.2595,0.612,0.288
M_1,301.93,37.35,0.0747,0.348,0.041
M_1,306.08,39.55,0.2532,0.608,0.25
M_3,302.68,43.08,0.2064,0.557,0.177
M_2,300.8,36.26,0.1401,0.387,0.074
M_3,310.52,42.31,0.6441,0.94,0.589
M_1,302.66,39.77,0.2246,0.564,0.188
M_2,303.36,41.87,0.2448,0.602,0.217
M_1,304.07,40.75,0.0889,0.52,0.121
M_3,296.53,40.27,0.1444,0.54,0.114
M_1,304.99,38.6,0.2572,0.516,0.213
M_2,299.44,44.24,0.0524,0.463,0.045
M_1,305.52,42.14,0.4236,0.792,0.385
M_1,299.32,36.96,0.0397,0.358,0.007
M_1,303.45,39.47,0.3634,0.89,0.363
M_2,303.43,39.15,0.0867,0.415,0.082
M_3,302.04,39.59,0.1075,0.309,0.047
M_2,301.68,43.64,0.31,0.712,0.266
M_2,301.57,44.84,0.3755,0.763,0.312
M_2,300.56,44.85,0.277,0.675,0.227
M_2,308.45,44.65,0.7571,1.047,0.657
M_3,305.94,43.71,0.4472,0.968,0.453
M_3,306.13,42.78,0.1697,0.476,0.169
M_1,303.64,40.46,0.2117,0.673,0.224
M_3,306.13,39.92,0.3717,0.674,0.329
M_2,304.08,39.37,0.1207,0.422,0.108
M_1,307.27,42.88,0.5276,0.947,0.501
M_3,300.06,42.86,0.1936,0.627,0.166
M_3,307.45,45.34,0.3391,0.766,0.354
M_1,297.57,42.2,0.0775,0.455,0.055
M_1,300.97,43.95,0.0719,0.508,0.078
M_1,307.71,42.57,0.4383,0.765,0.406
M_1,301.95,42.49,0.127,0.496,0.112
M_3,303.39,39.88,0.0786,0.442,0.086
M_1,300.64,40.11,0.1663,0.529,0.128
M_1,299.41,42.3,0.2857,0.68,0.227
M_1,308.58,45.34,0.5087,0.808,0.463
M_3,308.89,45.43,0.3533,0.725,0.363
M_2,306.75,37.3,0.5117,0.915,0.478
M_1,301.68,41.45,0.2456,0.691,0.227
M_3,310.19,39.01,0.4846,0.606,0.406
M_1,313.02,39.83,0.4832,0.866,0.512
M_2,300.8,40.57,0.1477,0.512,0.115
M_1,308.88,42.49,0.6067,0.79,0.509
M_2,304.12,42.71,0.304,0.824,0.32
M_3,302.12,40.23,0.2346,0.527,0.177
M_1,311.57,43.02,0.6701,0.968,0.621
M_1,305.03,42.5,0.593,0.85,0.482
M_3,307.81,43.51,0.3143,0.528,0.274
M_3,304.03,41.76,0.1494,0.426,0.123
M_3,301.11,43.92,0.2155,0.364,0.108
M_3,306.99,43.52,0.3202,0.699,0.32
M_1,302.14,39.53,0.1482,0.384,0.091
M_3,305.9,44.08,0.3983,0.841,0.391
M_3,308.77,45.44,0.4027,0.787,0.405
M_3,305.79,43.81,0.2402,0.666,0.258
M_2,304.29,40.4,0.4448,0.648,0.34
M_3,305.25,41.33,0.4661,0.874,0.428
M_2,304.51,43.79,0.2025,0.471,0.168
M_2,304.32,43.18,0.1985,0.407,0.145
M_2,308.11,39.33,0.2871,0.515,0.259
M_2,307.64,44.61,0.1263,0.512,0.173
M_2,306.01,44.03,0.3506,0.622,0.302
M_1,306.48,41.0,0.4218,0.814,0.4
M_2,306.67,45.0,0.4441,0.611,0.352
M_3,299.78,39.09,0.1555,0.583,0.133
M_2,307.7,39.39,0.5008,0.822,0.454
M_1,297.05,39.39,0.0832,0.447,0.056
M_2,303.45,47.07,0.3574,0.728,0.312
M_1,303.6,42.67,0.4157,0.816,0.369
M_1,300.44,42.54,0.1445,0.509,0.109
M_1,310.62,40.36,0.3408,0.809,0.399
M_3,304.7,48.01,0.7548,1.011,0.608
M_1,308.92,43.74,0.458,0.726,0.416
M_3,303.54,39.94,0.0912,0.367,0.071
M_1,303.18,42.63,0.4139,0.705,0.33
M_3,307.81,38.37,0.2746,0.611,0.279
M_2,301.36,39.47,0.3246,0.695,0.264
M_3,305.04,42.28,0.1316,0.472,0.138
M_3,312.65,49.76,0.7446,1.124,0.716
M_1,309.82,44.12,0.5294,0.808,0.485
M_1,302.05,43.26,0.2472,0.602,0.205
M_2,294.48,42.77,0.1956,0.639,0.17
M_1,295.26,41.9,0.2071,0.541,0.146
M_3,306.75,43.33,0.3385,0.681,0.321
M_3,305.68,42.85,0.5265,0.841,0.452
M_2,303.17,44.57,0.2686,0.589,0.223
M_2,302.75,43.21,0.2478,0.701,0.242
M_2,303.86,39.26,0.2438,0.686,0.246
